Category,Id,Question,Question_concat,Response,Response (group),Sentiment,Calculation1,Negative,Neutral N Values,Neutral P Values,NPS,Positive Values,responses,Value
Quality,Respondent #49,This aspect meets my expectations.,Quality - This aspect is easy to understand and use.,Neutral,neutral,Positive,2,-1,0.18931698236874284,0,100,0,1,3
Quality,Respondent #50,The performance in this area is reliable.,Quality - This aspect meets my expectations.,Strongly Agree,positive,Positive,0,-1,-0.40288276490202635,0,0,0,1,5
Quality,Respondent #23,I find this aspect of the product satisfactory.,Quality - This aspect meets my expectations.,Neutral,neutral,Positive,0,-1,0.1026865357119835,1,-100,1,1,1
Quality,Respondent #48,The performance in this area is reliable.,Quality - This aspect meets my expectations.,Strongly Agree,positive,Positive,-2,0,-0.6748078368014001,0,100,0,1,3
Quality,Respondent #6,I would recommend this to others.,Quality - I find this aspect of the product satisfactory.,Disagree,negative,Positive,-2,0,0.24223560578419367,1,100,0,1,5
Quality,Respondent #39,This aspect is easy to understand and use.,Quality - I would recommend this to others.,Disagree,negative,Positive,-1,0,-0.8597234541290337,1,100,1,1,4
Quality,Respondent #17,This aspect is easy to understand and use.,Quality - I find this aspect of the product satisfactory.,Agree,positive,Positive,0,0,-0.4518500476853231,1,-100,1,1,1
Quality,Respondent #31,I find this aspect of the product satisfactory.,Quality - I would recommend this to others.,Agree,positive,Positive,-1,-1,0.1672415048140492,0,0,0,1,2
Quality,Respondent #25,I find this aspect of the product satisfactory.,Quality - I find this aspect of the product satisfactory.,Disagree,negative,Positive,-1,0,-0.3054780900026688,0,100,0,1,4
Quality,Respondent #32,The performance in this area is reliable.,Quality - This aspect meets my expectations.,Disagree,negative,Positive,-1,0,0.6832238699971254,1,0,1,1,1
Quality,Respondent #31,I would recommend this to others.,Quality - This aspect is easy to understand and use.,Disagree,negative,Positive,-1,0,0.283200554591706,1,100,1,1,3
Quality,Respondent #30,The performance in this area is reliable.,Quality - The performance in this area is reliable.,Strongly Agree,positive,Positive,2,0,-0.02395868591074235,0,0,1,1,1
Quality,Respondent #17,I find this aspect of the product satisfactory.,Quality - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,-2,-1,-0.38217018180732043,0,100,0,1,2
Quality,Respondent #33,I find this aspect of the product satisfactory.,Quality - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,1,-1,-0.0785419744184912,0,-100,1,1,4
Quality,Respondent #5,I find this aspect of the product satisfactory.,Quality - This aspect is easy to understand and use.,Agree,positive,Positive,-2,0,0.4850695158633631,0,0,0,1,2
Quality,Respondent #5,I would recommend this to others.,Quality - This aspect meets my expectations.,Neutral,neutral,Positive,-2,-1,-0.5697052081042604,1,100,1,1,4
Quality,Respondent #28,This aspect is easy to understand and use.,Quality - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,0,-1,0.6774468159340723,0,0,0,1,2
Quality,Respondent #28,This aspect meets my expectations.,Quality - This aspect meets my expectations.,Strongly Agree,positive,Positive,-1,0,-0.4248380456583001,1,100,1,1,5
Quality,Respondent #50,This aspect meets my expectations.,Quality - This aspect is easy to understand and use.,Agree,positive,Positive,1,0,-0.22737171110297782,1,0,0,1,4
Quality,Respondent #43,The performance in this area is reliable.,Quality - I would recommend this to others.,Neutral,neutral,Positive,0,0,0.5762020640402505,0,-100,0,1,4
Quality,Respondent #9,The performance in this area is reliable.,Quality - This aspect is easy to understand and use.,Strongly Agree,positive,Positive,-1,0,-0.318651026624051,0,0,1,1,3
Quality,Respondent #18,This aspect is easy to understand and use.,Quality - This aspect meets my expectations.,Disagree,negative,Positive,0,0,0.6119943646286536,0,0,0,1,5
Quality,Respondent #34,The performance in this area is reliable.,Quality - This aspect is easy to understand and use.,Agree,positive,Positive,-2,-1,0.8703159873208666,0,100,1,1,1
Quality,Respondent #1,The performance in this area is reliable.,Quality - The performance in this area is reliable.,Disagree,negative,Positive,2,0,0.43907093457275037,1,-100,1,1,5
Quality,Respondent #46,I would recommend this to others.,Quality - I would recommend this to others.,Strongly Agree,positive,Positive,-1,0,0.4072460830350233,1,0,1,1,3
Quality,Respondent #32,I find this aspect of the product satisfactory.,Quality - The performance in this area is reliable.,Agree,positive,Positive,0,-1,-0.7149413786190926,0,-100,1,1,4
Quality,Respondent #36,I would recommend this to others.,Quality - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,-1,-1,0.28038589505447664,1,100,0,1,5
Quality,Respondent #44,This aspect is easy to understand and use.,Quality - The performance in this area is reliable.,Strongly Agree,positive,Neutral,1,0,-0.3077584202711998,0,0,0,1,3
Quality,Respondent #36,The performance in this area is reliable.,Quality - I would recommend this to others.,Agree,positive,Neutral,1,-1,-0.16530536120244377,0,-100,1,1,1
Quality,Respondent #21,The performance in this area is reliable.,Quality - I find this aspect of the product satisfactory.,Strongly Agree,positive,Neutral,-2,0,0.7303502150359553,0,100,0,1,5
Quality,Respondent #42,This aspect is easy to understand and use.,Quality - This aspect meets my expectations.,Strongly Agree,positive,Neutral,-1,0,-0.4620692341034507,0,100,1,1,1
Quality,Respondent #46,The performance in this area is reliable.,Quality - I would recommend this to others.,Neutral,neutral,Neutral,-2,-1,-0.2571852828576604,0,0,0,1,3
Quality,Respondent #5,This aspect meets my expectations.,Quality - I would recommend this to others.,Agree,positive,Neutral,-1,-1,0.5960615755145853,1,100,0,1,5
Quality,Respondent #46,I find this aspect of the product satisfactory.,Quality - This aspect meets my expectations.,Neutral,neutral,Neutral,-2,0,0.5210069568405895,0,100,1,1,5
Quality,Respondent #7,I would recommend this to others.,Quality - This aspect meets my expectations.,Agree,positive,Neutral,0,-1,0.5695806829845147,1,0,1,1,2
Quality,Respondent #17,This aspect is easy to understand and use.,Quality - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,1,-1,0.8238786415325587,0,0,0,1,1
Quality,Respondent #34,I would recommend this to others.,Quality - This aspect meets my expectations.,Neutral,neutral,Neutral,-1,-1,0.11951316961287528,0,-100,1,1,2
Quality,Respondent #33,This aspect is easy to understand and use.,Quality - This aspect is easy to understand and use.,Strongly Agree,positive,Neutral,-1,-1,0.16861135256925386,0,-100,0,1,5
Quality,Respondent #4,I find this aspect of the product satisfactory.,Quality - This aspect is easy to understand and use.,Neutral,neutral,Neutral,1,-1,0.21324080665072875,0,-100,1,1,2
Quality,Respondent #29,This aspect meets my expectations.,Quality - This aspect meets my expectations.,Agree,positive,Neutral,-1,-1,-0.9375705945190373,1,100,1,1,1
Quality,Respondent #17,The performance in this area is reliable.,Quality - The performance in this area is reliable.,Strongly Agree,positive,Neutral,-2,0,0.506392883981188,0,-100,0,1,1
Quality,Respondent #10,This aspect meets my expectations.,Quality - The performance in this area is reliable.,Strongly Disagree,negative,Neutral,0,0,-0.8448728305073339,1,0,0,1,2
Quality,Respondent #21,This aspect is easy to understand and use.,Quality - This aspect is easy to understand and use.,Neutral,neutral,Neutral,2,-1,0.5886953706913063,1,0,0,1,4
Quality,Respondent #2,I find this aspect of the product satisfactory.,Quality - This aspect meets my expectations.,Strongly Disagree,negative,Neutral,-1,-1,0.08829181488003135,1,-100,1,1,1
Quality,Respondent #4,This aspect is easy to understand and use.,Quality - I find this aspect of the product satisfactory.,Disagree,negative,Neutral,1,-1,0.12249241686668721,1,-100,0,1,5
Quality,Respondent #10,The performance in this area is reliable.,Quality - This aspect meets my expectations.,Agree,positive,Neutral,-1,0,-0.5803160200517212,0,0,0,1,4
Quality,Respondent #50,I would recommend this to others.,Quality - The performance in this area is reliable.,Strongly Disagree,negative,Neutral,2,-1,-0.9632929537335155,0,-100,0,1,2
Quality,Respondent #5,I find this aspect of the product satisfactory.,Quality - This aspect meets my expectations.,Strongly Agree,positive,Negative,-1,-1,-0.182355177145076,1,-100,1,1,1
Quality,Respondent #2,I find this aspect of the product satisfactory.,Quality - I would recommend this to others.,Strongly Agree,positive,Negative,0,0,-0.7249501919903287,0,0,0,1,5
Quality,Respondent #13,The performance in this area is reliable.,Quality - This aspect is easy to understand and use.,Neutral,neutral,Negative,1,0,0.8431219002113894,1,0,0,1,1
Quality,Respondent #33,The performance in this area is reliable.,Quality - The performance in this area is reliable.,Strongly Disagree,negative,Negative,2,-1,-0.2432165697617663,1,-100,1,1,3
Quality,Respondent #45,This aspect is easy to understand and use.,Quality - I would recommend this to others.,Strongly Agree,positive,Negative,0,0,-0.35048359941853535,1,-100,0,1,1
Quality,Respondent #50,I find this aspect of the product satisfactory.,Quality - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,1,0,-0.8327793330890452,0,100,0,1,2
Quality,Respondent #23,I find this aspect of the product satisfactory.,Quality - I would recommend this to others.,Neutral,neutral,Negative,-1,0,0.49455628131399276,1,0,0,1,4
Quality,Respondent #32,This aspect is easy to understand and use.,Quality - I find this aspect of the product satisfactory.,Disagree,negative,Negative,-1,0,-0.7976208236573172,0,100,1,1,3
Quality,Respondent #34,This aspect meets my expectations.,Quality - I would recommend this to others.,Strongly Agree,positive,Negative,1,-1,0.2139342391513368,1,100,1,1,2
Quality,Respondent #31,This aspect meets my expectations.,Quality - The performance in this area is reliable.,Agree,positive,Negative,-2,-1,-0.3903331911928922,1,0,1,1,4
Quality,Respondent #21,This aspect meets my expectations.,Quality - I would recommend this to others.,Strongly Disagree,negative,Negative,1,-1,0.03210492780661944,0,-100,0,1,1
Quality,Respondent #13,I find this aspect of the product satisfactory.,Quality - This aspect meets my expectations.,Neutral,neutral,Negative,1,0,-0.1794550439480449,1,0,1,1,5
Quality,Respondent #20,I find this aspect of the product satisfactory.,Quality - The performance in this area is reliable.,Strongly Disagree,negative,Negative,-1,-1,0.5067207458906366,0,-100,1,1,5
Quality,Respondent #3,This aspect is easy to understand and use.,Quality - I would recommend this to others.,Strongly Agree,positive,Negative,2,0,0.307426129452564,0,-100,0,1,5
Quality,Respondent #39,I would recommend this to others.,Quality - This aspect meets my expectations.,Strongly Disagree,negative,Negative,-2,0,0.8441858651504124,1,100,0,1,1
Quality,Respondent #46,This aspect is easy to understand and use.,Quality - This aspect meets my expectations.,Neutral,neutral,Negative,-2,0,-0.9379683095380682,0,0,0,1,1
Quality,Respondent #22,I find this aspect of the product satisfactory.,Quality - This aspect is easy to understand and use.,Disagree,negative,Negative,1,0,0.3293525492812719,0,0,1,1,3
Quality,Respondent #38,I find this aspect of the product satisfactory.,Quality - I find this aspect of the product satisfactory.,Disagree,negative,Negative,2,-1,0.3318780307824878,0,-100,0,1,3
Quality,Respondent #20,This aspect meets my expectations.,Quality - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,-1,0,-0.8047107589557161,1,0,0,1,4
Quality,Respondent #29,This aspect is easy to understand and use.,Quality - This aspect is easy to understand and use.,Agree,positive,Negative,2,-1,-0.6909592806392444,0,0,0,1,5
Quality,Respondent #6,I would recommend this to others.,Quality - I find this aspect of the product satisfactory.,Agree,positive,Negative,-2,-1,0.2651656846997339,1,100,0,1,2
Quality,Respondent #35,I would recommend this to others.,Quality - The performance in this area is reliable.,Neutral,neutral,Negative,0,-1,0.3265690042893259,0,100,1,1,2
Quality,Respondent #14,I would recommend this to others.,Quality - This aspect meets my expectations.,Strongly Disagree,negative,Negative,-2,0,0.07453884647036957,0,100,0,1,5
Quality,Respondent #17,This aspect meets my expectations.,Quality - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,-2,-1,0.3262218129899397,1,100,0,1,2
Quality,Respondent #12,The performance in this area is reliable.,Quality - I find this aspect of the product satisfactory.,Disagree,negative,Negative,-2,-1,-0.008491305714596553,1,0,0,1,4
Quality,Respondent #31,This aspect meets my expectations.,Quality - This aspect meets my expectations.,Strongly Agree,positive,Negative,1,-1,-0.14328544348281835,0,100,0,1,4
Quality,Respondent #10,The performance in this area is reliable.,Quality - I would recommend this to others.,Neutral,neutral,Negative,0,-1,-0.35075866677613066,1,-100,1,1,3
Quality,Respondent #3,I find this aspect of the product satisfactory.,Quality - I find this aspect of the product satisfactory.,Agree,positive,Negative,1,-1,0.13524372286181485,0,100,0,1,4
Quality,Respondent #27,This aspect is easy to understand and use.,Quality - The performance in this area is reliable.,Strongly Agree,positive,Negative,1,-1,-0.061759738413196485,0,100,0,1,1
